modulation_type,symbol,magnitude,phase,caf_1,caf_2,caf_3,caf_4,caf_5,scd_mean,scd_max
256apsk,(-0.9141820179861814-0.19431538648370475j),0.9346053880829055,-2.932153143350474,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
64apsk,(-0.26723625246740024+0.8224686147553276j),0.8647946790368033,1.8849555921538759,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
bpsk,(1+0j),1.0,0.0,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
128apsk,(-0.4378178275538252-0.8592658678545795j),0.964376628596854,-2.0420352248333655,0.36454708339203457,0.0287254607725269,0.25379885394469515,0.35147311631981537,0.2601701079550905,0.36454708339203457,0.3645470833920347
64apsk,(1.2611589069286715+0j),1.2611589069286715,0.0,0.2786148886958338,0.013724635970993276,0.21942646258524579,0.2379625587886378,0.11168865661957378,0.27861488869583384,0.2786148886958339
128apsk,(-0.41758732959043315-0.24109415714921337j),0.482188314298427,-2.617993877991495,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
bpsk,(1+0j),1.0,0.0,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
256apsk,(-0.3801382581493964+0.8538045069714386j),0.9346053880829055,1.9896753472735356,0.3044129468823938,0.011706475061059766,0.1822275017101101,0.21315296342985152,0.12403902656840034,0.3044129468823939,0.30441294688239395
64apsk,(5.295340178010419e-17+0.8647946790368033j),0.8647946790368033,1.5707963267948966,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
32apsk,(0.3872195812499161-0.6706839884103994j),0.774439162499832,-1.0471975511965976,0.3338213305668126,0.013553417094687178,0.24662696952808408,0.27684174401060885,0.1405856145143352,0.33382133056681257,0.3338213305668128
bpsk,(-1+0j),1.0,3.141592653589793,0.2511446996315434,0.0725411418521112,0.25467688933961424,0.20815077336279528,0.03793064658775295,0.2511446996315434,0.2511446996315435
128apsk,(-0.29233454909499856-1.186047888840515j),1.2215437295560152,-1.8124573001479576,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
32apsk,(-0.6706839884103996+0.38721958124991596j),0.774439162499832,2.6179938779914944,0.31100013614057126,0.04351604270708553,0.26125520874900793,0.23442751425507327,0.05051331374160414,0.3110001361405713,0.3110001361405714
256apsk,(0.888862544500808-0.28880894795201095j),0.9346053880829054,-0.31415926535897953,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
64apsk,(-0.7863197169933343+0.9860137378318033j),1.2611589069286715,2.243994752564138,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
32apsk,(0.3872195812499161+0.6706839884103994j),0.774439162499832,1.0471975511965976,0.3044279765789192,0.0004983574734139776,0.2059150112810387,0.2208280979875196,0.10696277272601018,0.30442797657891923,0.30442797657891935
bpsk,(-1+0j),1.0,3.141592653589793,0.2511446996315434,0.0725411418521112,0.25467688933961424,0.20815077336279528,0.03793064658775295,0.2511446996315434,0.2511446996315435
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
64apsk,(7.722371092931861e-17+1.2611589069286715j),1.2611589069286715,1.5707963267948966,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
32apsk,(1.1420297074409327-0.4730441934550132j),1.2361240478362705,-0.39269908169872486,0.3606540060014015,0.025433196905754057,0.2503986439934431,0.318098815321128,0.18639653185507057,0.3606540060014015,0.3606540060014017
64apsk,(0.8224686147553275-0.2672362524674005j),0.8647946790368032,-0.3141592653589796,0.2786148886958338,0.013724635970993276,0.21942646258524579,0.2379625587886378,0.11168865661957378,0.27861488869583384,0.2786148886958339
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
64apsk,(-0.7863197169933343+0.9860137378318033j),1.2611589069286715,2.243994752564138,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
128apsk,(0.5676796767894461-1.081623255934269j),1.2215437295560152,-1.0874743800887752,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
256apsk,(-1.1353254099456007+0.2754269642697513j),1.1682567351036317,2.903593210136021,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
64apsk,(0.2882648930122679+0.4992894407356544j),0.5765297860245356,1.0471975511965976,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
256apsk,(-0.9294855219776118-0.09769286497797461j),0.9346053880829055,-3.036872898470134,0.3044129468823938,0.011706475061059766,0.1822275017101101,0.21315296342985152,0.12403902656840034,0.3044129468823939,0.30441294688239395
256apsk,(0.9346053880829054+0j),0.9346053880829054,0.0,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
128apsk,(-1.081623255934269-0.5676796767894461j),1.2215437295560152,-2.658270706883672,0.32378550143440576,0.006493250082937676,0.2511007171019064,0.2958090872891366,0.17027133105669345,0.3237855014344058,0.32378550143440593
128apsk,(-0.5668463599447665+0.7801970815128719j),0.964376628596854,2.199114857512855,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
16apsk,(0.563621480190678+0.9762210399274296j),1.1272429603813559,1.0471975511965976,0.3358974845017,0.005626809784653586,0.23889552618893345,0.272074791889882,0.1376638371018207,0.33589748450170004,0.33589748450170015
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.3111884756787888,0.01451869791460594,0.20719771012085525,0.2580598153662889,0.13755099722212868,0.3111884756787888,0.3111884756787889
128apsk,(-0.8100333251005595+0.9143386109336903j),1.221543729556015,2.2957792468540794,0.32378550143440576,0.006493250082937676,0.2511007171019064,0.2958090872891366,0.17027133105669345,0.3237855014344058,0.32378550143440593
64apsk,(3.5302267853402796e-17+0.5765297860245355j),0.5765297860245355,1.5707963267948966,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
16apsk,(-7.964275865148543e-17-0.43355498476205995j),0.43355498476205995,-1.5707963267948968,0.32843368683140417,0.019396548363159787,0.25481480209731994,0.2684222219830355,0.11473941521241163,0.32843368683140417,0.32843368683140434
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
256apsk,(-0.6776553913499503+0.9516338422362577j),1.1682567351036317,2.1895948797747042,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6162994104139955,0.03373390283719106,0.35486989438005323,0.38924035740778656,0.21145710219064245,0.6162994104139956,0.6162994104139957
128apsk,(1.1421632282853937+0.43316537623672846j),1.2215437295560152,0.36249146002959154,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
256apsk,(-0.4853113868026165-1.0626837050386715j),1.1682567351036317,-1.9991953250116865,0.3137322337666954,0.021033302197584782,0.2525181268141633,0.25985002696844045,0.10597965923633182,0.31373223376669546,0.3137322337666955
256apsk,(-0.8455071644399967+0.8061894529176337j),1.1682567351036317,2.379994434537722,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
64apsk,(0.5083135585988355-0.6996335919858021j),0.8647946790368033,-0.9424777960769383,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
32apsk,(-1.1420297074409331-0.4730441934550123j),1.2361240478362703,-2.748893571891069,0.3044279765789192,0.0004983574734139776,0.2059150112810387,0.2208280979875196,0.10696277272601018,0.30442797657891923,0.30442797657891935
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
16apsk,(-0.9762210399274298+0.5636214801906778j),1.1272429603813559,2.6179938779914944,0.35784098589348406,0.018715795608282133,0.2772974240371438,0.29265381462898554,0.15443649128042838,0.3578409858934841,0.35784098589348423
256apsk,(-0.3261749378980027+0.4489412874336189j),0.554921949174225,2.199114857512855,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.34155600617715254,0.04128849025015754,0.21069564432904642,0.2850949898872309,0.19163445600827184,0.34155600617715265,0.3415560061771527
128apsk,(0.9143386109336896-0.8100333251005601j),1.221543729556015,-0.7249829200591835,0.34950097337544145,0.06673941303879014,0.35678782822018834,0.34554446470288813,0.11268678132271577,0.34950097337544145,0.3495009733754415
256apsk,(0.6776553913499502-0.9516338422362578j),1.1682567351036317,-0.9519977738150891,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.31667523362795774,0.017185676803089352,0.19959296719870787,0.24508604504972414,0.15517969183806096,0.3166752336279578,0.31667523362795785
32apsk,(-2.2707230377976376e-16-1.2361240478362705j),1.2361240478362705,-1.5707963267948968,0.31100013614057126,0.04351604270708553,0.26125520874900793,0.23442751425507327,0.05051331374160414,0.3110001361405713,0.3110001361405714
64apsk,(0.8224686147553275+0.2672362524674003j),0.8647946790368032,0.31415926535897937,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.657398811000052,0.016415522297034687,0.6065700686883613,0.7867640572583204,0.5044297076246047,0.6573988110000523,0.6573988110000525
128apsk,(-0.21853976262392616+0.6725962296458455j),0.7072095276376931,1.8849555921538759,0.36454708339203457,0.0287254607725269,0.25379885394469515,0.35147311631981537,0.2601701079550905,0.36454708339203457,0.3645470833920347
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6238980207166418,0.028247736012638212,0.4143070311276508,0.5328970210888343,0.3920436287431327,0.6238980207166419,0.623898020716642
256apsk,(-0.5277621357973548+0.17148031284650642j),0.554921949174225,2.827433388230814,0.3044129468823938,0.011706475061059766,0.1822275017101101,0.21315296342985152,0.12403902656840034,0.3044129468823939,0.30441294688239395
128apsk,(1.186047888840515-0.29233454909499856j),1.2215437295560152,-0.24166097335306103,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
256apsk,(1.1471448139686922+0.2210940408507924j),1.168256735103632,0.19039955476301776,0.3137322337666954,0.021033302197584782,0.2525181268141633,0.25985002696844045,0.10597965923633182,0.31373223376669546,0.3137322337666955
64apsk,(-0.5471963421596244+1.1362649126205775j),1.2611589069286715,2.019595277307724,0.2786148886958338,0.013724635970993276,0.21942646258524579,0.2379625587886378,0.11168865661957378,0.27861488869583384,0.2786148886958339
256apsk,(0.31680475029752136-0.6578518425285597j),0.7301604594397697,-1.1219973762820692,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
32apsk,(0.4730441934550127-1.142029707440933j),1.2361240478362705,-1.1780972450961722,0.3338213305668126,0.013553417094687178,0.24662696952808408,0.27684174401060885,0.1405856145143352,0.33382133056681257,0.3338213305668128
64apsk,(1.136264912620578-0.5471963421596236j),1.2611589069286715,-0.44879895051282687,0.33414249088757564,0.012720745068000968,0.24770871610665393,0.2915682327313044,0.17655273989322343,0.3341424908875757,0.33414249088757575
64apsk,(0.28063425783709267+1.2295390200614804j),1.2611589069286715,1.3463968515384828,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.34155600617715254,0.04128849025015754,0.21069564432904642,0.2850949898872309,0.19163445600827184,0.34155600617715265,0.3415560061771527
bpsk,(-1+0j),1.0,3.141592653589793,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
64apsk,(0.8647946790368033+0j),0.8647946790368033,0.0,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
64apsk,(0.2882648930122679+0.4992894407356544j),0.5765297860245356,1.0471975511965976,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
32apsk,(-0.4730441934550131-1.1420297074409327j),1.2361240478362705,-1.9634954084936214,0.3044279765789192,0.0004983574734139776,0.2059150112810387,0.2208280979875196,0.10696277272601018,0.30442797657891923,0.30442797657891935
256apsk,(-0.535326220211158-1.0383879992899725j),1.1682567351036317,-2.0467952137024414,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
64apsk,(-0.2806342578370928-1.2295390200614804j),1.2611589069286715,-1.7951958020513106,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
128apsk,(1.2215437295560152+0j),1.2215437295560152,0.0,0.3482575380761539,0.07825480083342687,0.38963461339357564,0.4062654492798134,0.131820119642443,0.34825753807615395,0.348257538076154
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.34155600617715254,0.04128849025015754,0.21069564432904642,0.2850949898872309,0.19163445600827184,0.34155600617715265,0.3415560061771527
64apsk,(5.295340178010419e-17+0.8647946790368033j),0.8647946790368033,1.5707963267948966,0.32598419833579817,0.00468344851869922,0.23963464742664153,0.26198966743532254,0.12234158802579238,0.3259841983357983,0.32598419833579834
32apsk,(-1.2361240478362705+1.5138153585317582e-16j),1.2361240478362705,3.141592653589793,0.3338213305668126,0.013553417094687178,0.24662696952808408,0.27684174401060885,0.1405856145143352,0.33382133056681257,0.3338213305668128
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.3111884756787888,0.01451869791460594,0.20719771012085525,0.2580598153662889,0.13755099722212868,0.3111884756787888,0.3111884756787889
bpsk,(-1+0j),1.0,3.141592653589793,0.2719052255304327,0.058335153145728964,0.27414003972508544,0.27354329883339246,0.11223055357181273,0.2719052255304328,0.2719052255304328
256apsk,(0.35410900375970433-0.20444492864313574j),0.40888985728627114,-0.5235987755982994,0.3055062679126562,0.008149660872696632,0.2020920785535383,0.2381745157583982,0.1373553702285735,0.3055062679126563,0.30550626791265634
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
256apsk,(0.7221683990170551-0.9183118220823147j),1.168256735103632,-0.9043978851243345,0.2750397928325002,0.002152973198780526,0.19690816700109434,0.24677116914872804,0.14733813318981023,0.27503979283250013,0.27503979283250024
64apsk,(0.5083135585988355-0.6996335919858021j),0.8647946790368033,-0.9424777960769383,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
16apsk,(-2.070711724938621e-16-1.1272429603813559j),1.1272429603813559,-1.5707963267948968,0.35784098589348406,0.018715795608282133,0.2772974240371438,0.29265381462898554,0.15443649128042838,0.3578409858934841,0.35784098589348423
bpsk,(1+0j),1.0,0.0,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
128apsk,(0.9171766767897891+0.29800876721444475j),0.9643766285968539,0.3141592653589793,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
128apsk,(0.7072095276376931+0j),0.7072095276376931,0.0,0.3269027388464265,0.00709870386863977,0.23993054667570726,0.2994601329242982,0.20071973346695207,0.32690273884642645,0.3269027388464266
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.3020423303398757,0.004082287380286367,0.19067139060157495,0.1887622871447671,0.08790670092321715,0.30204233033987565,0.30204233033987576
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.6162994104139955,0.03373390283719106,0.35486989438005323,0.38924035740778656,0.21145710219064245,0.6162994104139956,0.6162994104139957
64apsk,(0.3603311162653347+0j),0.3603311162653347,0.0,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
32apsk,(-0.8740716966127913-0.874071696612791j),1.2361240478362705,-2.356194490192345,0.3338213305668126,0.013553417094687178,0.24662696952808408,0.27684174401060885,0.1405856145143352,0.33382133056681257,0.3338213305668128
256apsk,(-0.4489412874336189-0.3261749378980027j),0.554921949174225,-2.513274122871835,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
256apsk,(0.7118538122793359-0.16247598737250937j),0.7301604594397698,-0.22439947525641404,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
256apsk,(0.45524760018118393+0.570862434443333j),0.7301604594397698,0.8975979010256552,0.30448185930181365,0.021201771061676894,0.18325902758317986,0.21431819961154042,0.11910879950041628,0.3044818593018137,0.30448185930181376
256apsk,(1.162966778152567-0.11104986280241477j),1.1682567351036317,-0.09519977738150966,0.3044129468823938,0.011706475061059766,0.1822275017101101,0.21315296342985152,0.12403902656840034,0.3044129468823939,0.30441294688239395
64apsk,(-0.5471963421596246-1.1362649126205775j),1.2611589069286715,-2.019595277307724,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
bpsk,(1+0j),1.0,0.0,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
256apsk,(-1.1682567351036317+1.430701871227e-16j),1.1682567351036317,3.141592653589793,0.3190444831175461,0.005418447417932556,0.2469844014001151,0.2894852831883899,0.16444640765956192,0.31904448311754613,0.31904448311754624
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
64apsk,(-0.6996335919858019-0.5083135585988356j),0.8647946790368032,-2.5132741228718345,0.2786148886958338,0.013724635970993276,0.21942646258524579,0.2379625587886378,0.11168865661957378,0.27861488869583384,0.2786148886958339
32apsk,(0.3872195812499161-0.6706839884103994j),0.774439162499832,-1.0471975511965976,0.3044279765789192,0.0004983574734139776,0.2059150112810387,0.2208280979875196,0.10696277272601018,0.30442797657891923,0.30442797657891935
16apsk,(-1.1272429603813559+1.3804744832924142e-16j),1.1272429603813559,3.141592653589793,0.28670376470173603,0.014429014550840169,0.18939869687302638,0.24728282877770094,0.18999018922190086,0.28670376470173603,0.28670376470173614
bpsk,(1+0j),1.0,0.0,0.2511446996315434,0.0725411418521112,0.25467688933961424,0.20815077336279528,0.03793064658775295,0.2511446996315434,0.2511446996315435
256apsk,(0.711853812279336+0.16247598737250918j),0.7301604594397698,0.22439947525641374,0.30099903332587985,0.02244030452427101,0.22732646279616392,0.21969626899328776,0.0765443563347569,0.30099903332587985,0.30099903332587996
256apsk,(-0.4341971670103331-1.0845720904002638j),1.1682567351036317,-1.9515954363209327,0.3137322337666954,0.021033302197584782,0.2525181268141633,0.25985002696844045,0.10597965923633182,0.31373223376669546,0.3137322337666955
32apsk,(1.8238739259418775e-17+0.29786121634608925j),0.29786121634608925,1.5707963267948966,0.31100013614057126,0.04351604270708553,0.26125520874900793,0.23442751425507327,0.05051331374160414,0.3110001361405713,0.3110001361405714
64apsk,(-0.8647946790368033+1.0590680356020837e-16j),0.8647946790368033,3.141592653589793,0.3076293881136737,0.00021747850955626741,0.2209472451555587,0.25027751417484606,0.13295511687854988,0.30762938811367363,0.3076293881136738
8apsk,(-0.9531574863344378-0.459016453145049j),1.0579249964025073,-2.6927937030769655,0.34155600617715254,0.04128849025015754,0.21069564432904642,0.2850949898872309,0.19163445600827184,0.34155600617715265,0.3415560061771527
256apsk,(0.27542696426975116+1.1353254099456007j),1.1682567351036317,1.3327968833411243,0.30448185930181365,0.021201771061676894,0.18325902758317986,0.21431819961154042,0.11910879950041628,0.3044818593018137,0.30448185930181376
256apsk,(0.20444492864313557-0.3541090037597044j),0.40888985728627114,-1.0471975511965976,0.26024013109956534,0.020303544129948687,0.1527272357101368,0.19053831724161666,0.14123872158764794,0.2602401310995653,0.26024013109956534
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
32apsk,(-0.38721958124991634-0.6706839884103994j),0.774439162499832,-2.0943951023931957,0.3338213305668126,0.013553417094687178,0.24662696952808408,0.27684174401060885,0.1405856145143352,0.33382133056681257,0.3338213305668128
64apsk,(-0.8224686147553275+0.26723625246740035j),0.8647946790368032,2.827433388230814,0.2786148886958338,0.013724635970993276,0.21942646258524579,0.2379625587886378,0.11168865661957378,0.27861488869583384,0.2786148886958339
128apsk,(0.43316537623672835-1.1421632282853937j),1.2215437295560152,-1.2083048667653051,0.36454708339203457,0.0287254607725269,0.25379885394469515,0.35147311631981537,0.2601701079550905,0.36454708339203457,0.3645470833920347
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.6210651454672284,0.02237412698945715,0.47857032488795115,0.5148386289271101,0.2206669450144086,0.6210651454672285,0.6210651454672287
128apsk,(-0.5668463599447665+0.7801970815128719j),0.964376628596854,2.199114857512855,0.3482575380761539,0.07825480083342687,0.38963461339357564,0.4062654492798134,0.131820119642443,0.34825753807615395,0.348257538076154
bpsk,(-1+0j),1.0,3.141592653589793,0.28166331460948263,0.055933542709494626,0.2902168488248252,0.30142857550082475,0.13669273692567915,0.28166331460948263,0.2816633146094828
256apsk,(-1.1353254099456007+0.2754269642697513j),1.1682567351036317,2.903593210136021,0.32354073275766343,0.01087107072050945,0.22588272723321137,0.26473700768414865,0.15037562800911447,0.3235407327576634,0.3235407327576636
bpsk,(1+0j),1.0,0.0,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
bpsk,(1+0j),1.0,0.0,0.25684666072476053,0.06448630714102557,0.26780841590527715,0.23640497944613872,0.07077771881433689,0.2568466607247606,0.25684666072476064
128apsk,(-0.41568733062616225-0.5721445264427727j),0.7072095276376931,-2.1991148575128556,0.31038536606651246,0.008406832513066632,0.23133601634200515,0.2605990527279067,0.14323132719864445,0.3103853660665124,0.31038536606651257
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.3496782783039591,0.03727730866622775,0.2064126845920657,0.2730948170052202,0.1940560314891382,0.3496782783039592,0.34967827830395926
bpsk,(1+0j),1.0,0.0,0.2511446996315434,0.0725411418521112,0.25467688933961424,0.20815077336279528,0.03793064658775295,0.2511446996315434,0.2511446996315435
