modulation_type,symbol,magnitude,phase,caf_1,caf_2,caf_3,caf_4,caf_5,scd_mean
bpsk,(1+0j),1.0,0.0,0.25638196087989773,0.06928141456689378,0.2669908410321287,0.2189574815541649,0.06083285127490483,0.2563819608798977
128apsk,(0.6939159293512679-1.0053107809081652j),1.2215437295560152,-0.9666438934122453,0.3868372135124232,0.0024134656091567316,0.28266128236039506,0.29749811706443813,0.12402897905638295,0.3868372135124232
64apsk,(-1.2611589069286713+1.544474218586372e-16j),1.2611589069286713,3.141592653589793,0.27319070287146874,0.005916801885222592,0.22995204606314726,0.2678972378719344,0.1484205610926923,0.2731907028714686
256apsk,(0.8455071644399967+0.8061894529176337j),1.1682567351036317,0.761598219052071,0.2960541729286564,0.013382113311280017,0.2224721766154595,0.23704538360288305,0.114871511694341,0.2960541729286564
bpsk,(1+0j),1.0,0.0,0.25802314150929584,0.06852323166931742,0.2583821763947491,0.2290906466988552,0.06527866286599839,0.2580231415092959
16apsk,(-0.5636214801906785-0.9762210399274294j),1.1272429603813559,-2.094395102393196,0.3055072194136051,0.0013524949959683617,0.22008535343650312,0.24734739526759347,0.12888121298677316,0.3055072194136051
bpsk,(-1+0j),1.0,3.141592653589793,0.25802314150929584,0.06852323166931742,0.2583821763947491,0.2290906466988552,0.06527866286599839,0.2580231415092959
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.3058211006413665,0.0007342016834806387,0.2538411425889616,0.3047084587873023,0.177186062671936,0.30582110064136653
256apsk,(0.2754269642697514-1.1353254099456007j),1.1682567351036317,-1.3327968833411241,0.2669555396946735,0.01311063581665979,0.16944367549952946,0.18637329256453702,0.08397968359063786,0.2669555396946735
16apsk,(1.1272429603813559+0j),1.1272429603813559,0.0,0.32395512508365354,0.0034262123850328243,0.23076014403461512,0.2552955356180884,0.14239835241645307,0.3239551250836536
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6367970555935448,0.023684121411101787,0.4368269672460702,0.5197117848358496,0.2975172135911674,0.6367970555935449
bpsk,(1+0j),1.0,0.0,0.25802314150929584,0.06852323166931742,0.2583821763947491,0.2290906466988552,0.06527866286599839,0.2580231415092959
8apsk,(0.40689422938557973+0j),0.40689422938557973,0.0,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
256apsk,(0.4489412874336189+0.3261749378980028j),0.554921949174225,0.6283185307179586,0.2960541729286564,0.013382113311280017,0.2224721766154595,0.23704538360288305,0.114871511694341,0.2960541729286564
256apsk,(-0.5353262202111577+1.0383879992899725j),1.1682567351036315,2.046795213702441,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
128apsk,(-0.5668463599447665+0.7801970815128719j),0.964376628596854,2.199114857512855,0.2878894505202364,0.012344056179224306,0.21126273481985836,0.22790411743849825,0.12262839148227944,0.2878894505202364
16apsk,(0.9762210399274298+0.5636214801906778j),1.1272429603813559,0.5235987755982987,0.35807626484672284,0.006950205667167636,0.2704315262269376,0.29440754888455106,0.1305065223849156,0.35807626484672284
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
16apsk,(-0.9762210399274299-0.5636214801906777j),1.1272429603813559,-2.617993877991495,0.35807626484672284,0.006950205667167636,0.2704315262269376,0.29440754888455106,0.1305065223849156,0.35807626484672284
128apsk,(-0.5721445264427728-0.41568733062616203j),0.7072095276376931,-2.513274122871835,0.2969900243590969,0.13534249165861498,0.36902483628030264,0.30873290145657,0.017194847624503948,0.29699002435909694
bpsk,(1+0j),1.0,0.0,0.25802314150929584,0.06852323166931742,0.2583821763947491,0.2290906466988552,0.06527866286599839,0.2580231415092959
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6481677858370523,0.012387051156042755,0.5495001095189823,0.5977678690825371,0.1779785185642976,0.6481677858370523
8apsk,(-0.23541045825521667-1.0314006079876599j),1.0579249964025075,-1.7951958020513106,0.3422223743373035,0.027510364101328028,0.2102371261334386,0.2683349542118797,0.18234743287165803,0.3422223743373034
8apsk,(-0.9531574863344378-0.459016453145049j),1.0579249964025073,-2.6927937030769655,0.3058211006413665,0.0007342016834806387,0.2538411425889616,0.3047084587873023,0.177186062671936,0.30582110064136653
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6581043054310214,0.0165136903570512,0.41876856295032905,0.504815311776879,0.20993306514366486,0.6581043054310214
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.3422223743373035,0.027510364101328028,0.2102371261334386,0.2683349542118797,0.18234743287165803,0.3422223743373034
16apsk,(-0.9762210399274299-0.5636214801906777j),1.1272429603813559,-2.617993877991495,0.27136425483359367,0.023248790049023735,0.236624481546636,0.25031934350347257,0.10178150805229276,0.27136425483359355
bpsk,(1+0j),1.0,0.0,0.25638196087989773,0.06928141456689378,0.2669908410321287,0.2189574815541649,0.06083285127490483,0.2563819608798977
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
bpsk,(-1+0j),1.0,3.141592653589793,0.27263917340945837,0.059417546023910035,0.27486750035198243,0.27494630802065295,0.11325912302242812,0.27263917340945837
8apsk,(0.40689422938557973+0j),0.40689422938557973,0.0,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
8apsk,(-0.23541045825521667-1.0314006079876599j),1.0579249964025075,-1.7951958020513106,0.32302509080460823,0.026712465335964036,0.19895379420638232,0.2478507516123007,0.16212946201056533,0.3230250908046082
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.29482548494781347,0.028663253670655267,0.2621886139992285,0.260629265145835,0.0604984769306162,0.2948254849478134
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.6367970555935448,0.023684121411101787,0.4368269672460702,0.5197117848358496,0.2975172135911674,0.6367970555935449
256apsk,(-1.0117400107420127+0.5841283675518157j),1.1682567351036317,2.6179938779914944,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.6482737342348387,0.03530902208907422,0.43705318955771083,0.5475659165661307,0.34750643291361144,0.6482737342348386
16apsk,(0.563621480190678-0.9762210399274296j),1.1272429603813559,-1.0471975511965976,0.35807626484672284,0.006950205667167636,0.2704315262269376,0.29440754888455106,0.1305065223849156,0.35807626484672284
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6581043054310214,0.0165136903570512,0.41876856295032905,0.504815311776879,0.20993306514366486,0.6581043054310214
64apsk,(-0.7863197169933345-0.986013737831803j),1.2611589069286715,-2.2439947525641384,0.2818820103037049,2.7544593025554584e-06,0.2397414105454232,0.28173869707004034,0.17027144627263627,0.28188201030370497
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6115098951032552,0.034993845846384486,0.505953610666204,0.5219240414852624,0.2131654387979862,0.6115098951032553
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.3422223743373035,0.027510364101328028,0.2102371261334386,0.2683349542118797,0.18234743287165803,0.3422223743373034
16apsk,(-2.070711724938621e-16-1.1272429603813559j),1.1272429603813559,-1.5707963267948968,0.27136425483359367,0.023248790049023735,0.236624481546636,0.25031934350347257,0.10178150805229276,0.27136425483359355
64apsk,(-1.2295390200614804-0.2806342578370918j),1.2611589069286713,-2.91719317833338,0.23279272179733845,0.01222138222069034,0.1463332703083095,0.19169583678531668,0.1553737798379282,0.23279272179733845
256apsk,(0.3801382581493966+0.8538045069714384j),0.9346053880829055,1.1519173063162573,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
128apsk,(-0.9171766767897894-0.2980087672144443j),0.964376628596854,-2.8274333882308147,0.2705284699194838,0.02485832941794991,0.2390271366297221,0.25647101669421574,0.12323344481037601,0.27052846991948387
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.5897764307591152,0.04633239332025587,0.45645992241539474,0.43579421685347464,0.13173834735824244,0.5897764307591151
256apsk,(0.8093920085936104-0.46730269404145236j),0.9346053880829055,-0.5235987755982984,0.2960541729286564,0.013382113311280017,0.2224721766154595,0.23704538360288305,0.114871511694341,0.2960541729286564
bpsk,(1+0j),1.0,0.0,0.27263917340945837,0.059417546023910035,0.27486750035198243,0.27494630802065295,0.11325912302242812,0.27263917340945837
16apsk,(0.9762210399274294-0.5636214801906785j),1.1272429603813559,-0.5235987755982995,0.3055072194136051,0.0013524949959683617,0.22008535343650312,0.24734739526759347,0.12888121298677316,0.3055072194136051
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6161119373957208,0.013272877249930115,0.4285425971889031,0.5056877475766272,0.3014587795629241,0.6161119373957209
16apsk,(0.563621480190678+0.9762210399274296j),1.1272429603813559,1.0471975511965976,0.32395512508365354,0.0034262123850328243,0.23076014403461512,0.2552955356180884,0.14239835241645307,0.3239551250836536
8apsk,(-0.9531574863344378-0.459016453145049j),1.0579249964025073,-2.6927937030769655,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
bpsk,(-1+0j),1.0,3.141592653589793,0.25638196087989773,0.06928141456689378,0.2669908410321287,0.2189574815541649,0.06083285127490483,0.2563819608798977
256apsk,(-0.3291359570279667+1.1209341287097478j),1.1682567351036317,1.856395658939423,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
16apsk,(0.9762210399274294-0.5636214801906785j),1.1272429603813559,-0.5235987755982995,0.35807626484672284,0.006950205667167636,0.2704315262269376,0.29440754888455106,0.1305065223849156,0.35807626484672284
8apsk,(-0.9531574863344378+0.4590164531450492j),1.0579249964025073,2.6927937030769655,0.35179945776876465,0.033435456811233964,0.24087865645798834,0.34486697028649715,0.2668600200593498,0.3517994577687648
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6161119373957208,0.013272877249930115,0.4285425971889031,0.5056877475766272,0.3014587795629241,0.6161119373957209
bpsk,(-1+0j),1.0,3.141592653589793,0.25802314150929584,0.06852323166931742,0.2583821763947491,0.2290906466988552,0.06527866286599839,0.2580231415092959
bpsk,(-1+0j),1.0,3.141592653589793,0.25638196087989773,0.06928141456689378,0.2669908410321287,0.2189574815541649,0.06083285127490483,0.2563819608798977
16apsk,(0.9762210399274298+0.5636214801906778j),1.1272429603813559,0.5235987755982987,0.35807626484672284,0.006950205667167636,0.2704315262269376,0.29440754888455106,0.1305065223849156,0.35807626484672284
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6367970555935448,0.023684121411101787,0.4368269672460702,0.5197117848358496,0.2975172135911674,0.6367970555935449
bpsk,(-1+0j),1.0,3.141592653589793,0.29743325835907275,0.05239035644744602,0.2989256225679998,0.31399601109674297,0.14620956000774607,0.2974332583590727
256apsk,(0.7650454629864861-0.8829095302910657j),1.1682567351036317,-0.8567979964335807,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
16apsk,(0.9762210399274298+0.5636214801906778j),1.1272429603813559,0.5235987755982987,0.3353457700988268,0.022109272068594272,0.2113648640484165,0.27630130829594696,0.18512836334370278,0.3353457700988268
32apsk,(-0.4730441934550131-1.1420297074409327j),1.2361240478362705,-1.9634954084936214,0.32766775382072544,0.01652652394104572,0.225314325602876,0.2703551141868297,0.151838208432975,0.3276677538207254
8apsk,(-0.23541045825521645+1.0314006079876599j),1.0579249964025073,1.7951958020513104,0.29482548494781347,0.028663253670655267,0.2621886139992285,0.260629265145835,0.0604984769306162,0.2948254849478134
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6161119373957208,0.013272877249930115,0.4285425971889031,0.5056877475766272,0.3014587795629241,0.6161119373957209
128apsk,(-0.437817827553825+0.8592658678545796j),0.9643766285968541,2.0420352248333655,0.3129489860644778,0.006144306705356718,0.24079255732064664,0.2734215941771726,0.14138080390099947,0.3129489860644777
bpsk,(-1+0j),1.0,3.141592653589793,0.25638196087989773,0.06928141456689378,0.2669908410321287,0.2189574815541649,0.06083285127490483,0.2563819608798977
8apsk,(-0.23541045825521667-1.0314006079876599j),1.0579249964025075,-1.7951958020513106,0.3058211006413665,0.0007342016834806387,0.2538411425889616,0.3047084587873023,0.177186062671936,0.30582110064136653
bpsk,(-1+0j),1.0,3.141592653589793,0.26086408934301764,0.07009298157935757,0.2672688694261361,0.23726856087634843,0.06486514754675603,0.2608640893430177
8apsk,(-0.9531574863344378-0.459016453145049j),1.0579249964025073,-2.6927937030769655,0.3753341908889993,0.014339174662101333,0.3038188018432509,0.41556137665239207,0.29757640717947964,0.37533419088899933
256apsk,(0.888862544500808-0.28880894795201095j),0.9346053880829054,-0.31415926535897953,0.2960541729286564,0.013382113311280017,0.2224721766154595,0.23704538360288305,0.114871511694341,0.2960541729286564
256apsk,(-0.16626026831794957-1.1563655660273875j),1.1682567351036315,-1.71359599286716,0.2960541729286564,0.013382113311280017,0.2224721766154595,0.23704538360288305,0.114871511694341,0.2960541729286564
256apsk,(-1.1040035711418574+0.3820993509822056j),1.1682567351036317,2.808393432754512,0.3066892396612361,0.006930638207295577,0.23125440490158947,0.24221828232475984,0.13105145628763573,0.3066892396612362
128apsk,(0.7072095276376931+0j),0.7072095276376931,0.0,0.3090138915552309,0.022814257041835654,0.1961148554089434,0.24711550474120555,0.15755692372250882,0.3090138915552309
8apsk,(-0.23541045825521667-1.0314006079876599j),1.0579249964025075,-1.7951958020513106,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
8apsk,(-0.23541045825521667-1.0314006079876599j),1.0579249964025075,-1.7951958020513106,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
256apsk,(-0.2888089479520107+0.8888625445008081j),0.9346053880829055,1.8849555921538759,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
bpsk,(1+0j),1.0,0.0,0.27263917340945837,0.059417546023910035,0.27486750035198243,0.27494630802065295,0.11325912302242812,0.27263917340945837
256apsk,(0.46730269404145286-0.8093920085936102j),0.9346053880829056,-1.0471975511965976,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
16apsk,(0.9762210399274294-0.5636214801906785j),1.1272429603813559,-0.5235987755982995,0.35807626484672284,0.006950205667167636,0.2704315262269376,0.29440754888455106,0.1305065223849156,0.35807626484672284
128apsk,(-0.780197081512872-0.5668463599447665j),0.9643766285968542,-2.513274122871835,0.2563890736328955,0.025267049744227634,0.21960362957148516,0.23136275251787208,0.10585723962341914,0.2563890736328954
16apsk,(0.43355498476205995+0j),0.43355498476205995,0.0,0.27136425483359367,0.023248790049023735,0.236624481546636,0.25031934350347257,0.10178150805229276,0.27136425483359355
128apsk,(0.7072095276376931+0j),0.7072095276376931,0.0,0.3129489860644778,0.006144306705356718,0.24079255732064664,0.2734215941771726,0.14138080390099947,0.3129489860644777
64apsk,(0.5765297860245354+0j),0.5765297860245354,0.0,0.27319070287146874,0.005916801885222592,0.22995204606314726,0.2678972378719344,0.1484205610926923,0.2731907028714686
128apsk,(0.32145887619895136+0j),0.32145887619895136,0.0,0.2885444271199795,0.004990639969029869,0.2102956069494264,0.24722195022694285,0.14775630817013882,0.2885444271199796
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6481677858370523,0.012387051156042755,0.5495001095189823,0.5977678690825371,0.1779785185642976,0.6481677858370523
128apsk,(-0.43316537623672874-1.1421632282853935j),1.221543729556015,-1.9332877868244884,0.3090138915552309,0.022814257041835654,0.1961148554089434,0.24711550474120555,0.15755692372250882,0.3090138915552309
256apsk,(0.584128367551816-1.0117400107420125j),1.1682567351036317,-1.0471975511965976,0.3066892396612361,0.006930638207295577,0.23125440490158947,0.24221828232475984,0.13105145628763573,0.3066892396612362
64apsk,(-1.2611589069286713+1.544474218586372e-16j),1.2611589069286713,3.141592653589793,0.3396015330299143,0.05188938938476934,0.2866108140334738,0.27838820606501413,0.07062581590026247,0.3396015330299144
256apsk,(-1.0626837050386713+0.4853113868026169j),1.1682567351036315,2.713193655373003,0.3066892396612361,0.006930638207295577,0.23125440490158947,0.24221828232475984,0.13105145628763573,0.3066892396612362
128apsk,(-1.0053107809081645+0.6939159293512692j),1.2215437295560152,2.5374402202071407,0.28266036886116436,0.01330223440709462,0.2269649776909581,0.25193170547628446,0.09191256982617627,0.2826603688611644
256apsk,(-0.5277621357973549-0.17148031284650606j),0.554921949174225,-2.8274333882308147,0.3066892396612361,0.006930638207295577,0.23125440490158947,0.24221828232475984,0.13105145628763573,0.3066892396612362
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.6482737342348387,0.03530902208907422,0.43705318955771083,0.5475659165661307,0.34750643291361144,0.6482737342348386
128apsk,(-0.780197081512872-0.5668463599447665j),0.9643766285968542,-2.513274122871835,0.28266036886116436,0.01330223440709462,0.2269649776909581,0.25193170547628446,0.09191256982617627,0.2826603688611644
8apsk,(0.6596054463884006-0.8271190682773576j),1.0579249964025075,-0.8975979010256554,0.3422223743373035,0.027510364101328028,0.2102371261334386,0.2683349542118797,0.18234743287165803,0.3422223743373034
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.6482737342348387,0.03530902208907422,0.43705318955771083,0.5475659165661307,0.34750643291361144,0.6482737342348386
qpsk,(1+1j),1.4142135623730951,0.7853981633974483,0.5897764307591152,0.04633239332025587,0.45645992241539474,0.43579421685347464,0.13173834735824244,0.5897764307591151
128apsk,(-0.29800876721444475+0.9171766767897893j),0.9643766285968541,1.8849555921538759,0.2878894505202364,0.012344056179224306,0.21126273481985836,0.22790411743849825,0.12262839148227944,0.2878894505202364
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6581043054310214,0.0165136903570512,0.41876856295032905,0.504815311776879,0.20993306514366486,0.6581043054310214
256apsk,(-0.8455071644399969-0.8061894529176336j),1.1682567351036317,-2.379994434537722,0.3066892396612361,0.006930638207295577,0.23125440490158947,0.24221828232475984,0.13105145628763573,0.3066892396612362
16apsk,(-2.070711724938621e-16-1.1272429603813559j),1.1272429603813559,-1.5707963267948968,0.32395512508365354,0.0034262123850328243,0.23076014403461512,0.2552955356180884,0.14239835241645307,0.3239551250836536
64apsk,(0.36033111626533465+0j),0.36033111626533465,0.0,0.3396015330299143,0.05188938938476934,0.2866108140334738,0.27838820606501413,0.07062581590026247,0.3396015330299144
32apsk,(1.142029707440933+0.4730441934550125j),1.2361240478362705,0.39269908169872425,0.32766775382072544,0.01652652394104572,0.225314325602876,0.2703551141868297,0.151838208432975,0.3276677538207254
128apsk,(0.41758732959043293-0.24109415714921373j),0.482188314298427,-0.5235987755982994,0.3129489860644778,0.006144306705356718,0.24079255732064664,0.2734215941771726,0.14138080390099947,0.3129489860644777
256apsk,(2.6475215900675427e-16+0.9346053880829054j),0.9346053880829054,1.5707963267948963,0.3066892396612361,0.006930638207295577,0.23125440490158947,0.24221828232475984,0.13105145628763573,0.3066892396612362
qpsk,(-1-1j),1.4142135623730951,-2.356194490192345,0.6482737342348387,0.03530902208907422,0.43705318955771083,0.5475659165661307,0.34750643291361144,0.6482737342348386
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6581043054310214,0.0165136903570512,0.41876856295032905,0.504815311776879,0.20993306514366486,0.6581043054310214
16apsk,(-0.5636214801906785-0.9762210399274294j),1.1272429603813559,-2.094395102393196,0.3055072194136051,0.0013524949959683617,0.22008535343650312,0.24734739526759347,0.12888121298677316,0.3055072194136051
8apsk,(1.0579249964025073+0j),1.0579249964025073,0.0,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
8apsk,(0.40689422938557973+0j),0.40689422938557973,0.0,0.2952875821856251,0.0042220926013421915,0.22198130500320282,0.2505072104415278,0.12726447303625593,0.2952875821856251
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6367970555935448,0.023684121411101787,0.4368269672460702,0.5197117848358496,0.2975172135911674,0.6367970555935449
8apsk,(-0.9531574863344378-0.459016453145049j),1.0579249964025073,-2.6927937030769655,0.3058211006413665,0.0007342016834806387,0.2538411425889616,0.3047084587873023,0.177186062671936,0.30582110064136653
bpsk,(1+0j),1.0,0.0,0.25638196087989773,0.06928141456689378,0.2669908410321287,0.2189574815541649,0.06083285127490483,0.2563819608798977
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.5897764307591152,0.04633239332025587,0.45645992241539474,0.43579421685347464,0.13173834735824244,0.5897764307591151
256apsk,(1.0383879992899725-0.535326220211158j),1.1682567351036317,-0.4759988869075446,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
qpsk,(-1+1j),1.4142135623730951,2.356194490192345,0.6161119373957208,0.013272877249930115,0.4285425971889031,0.5056877475766272,0.3014587795629241,0.6161119373957209
16apsk,(0.563621480190678+0.9762210399274296j),1.1272429603813559,1.0471975511965976,0.32395512508365354,0.0034262123850328243,0.23076014403461512,0.2552955356180884,0.14239835241645307,0.3239551250836536
bpsk,(-1+0j),1.0,3.141592653589793,0.25802314150929584,0.06852323166931742,0.2583821763947491,0.2290906466988552,0.06527866286599839,0.2580231415092959
256apsk,(-0.888862544500808+0.28880894795201084j),0.9346053880829054,2.827433388230814,0.30861349499647456,0.016563473822054732,0.19625411257750705,0.23679915103845944,0.14656315569496087,0.3086134949964746
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.35179945776876465,0.033435456811233964,0.24087865645798834,0.34486697028649715,0.2668600200593498,0.3517994577687648
128apsk,(0.7801970815128719+0.5668463599447665j),0.964376628596854,0.6283185307179586,0.2885444271199795,0.004990639969029869,0.2102956069494264,0.24722195022694285,0.14775630817013882,0.2885444271199796
256apsk,(0.6316072762644349+0.9828001056597516j),1.1682567351036317,0.9995976625058434,0.2960541729286564,0.013382113311280017,0.2224721766154595,0.23704538360288305,0.114871511694341,0.2960541729286564
256apsk,(0.6578518425285598-0.31680475029752103j),0.7301604594397697,-0.448798950512827,0.2960541729286564,0.013382113311280017,0.2224721766154595,0.23704538360288305,0.114871511694341,0.2960541729286564
64apsk,(-0.8647946790368032+1.0590680356020836e-16j),0.8647946790368032,3.141592653589793,0.3396015330299143,0.05188938938476934,0.2866108140334738,0.27838820606501413,0.07062581590026247,0.3396015330299144
8apsk,(0.6596054463884007+0.8271190682773574j),1.0579249964025073,0.8975979010256552,0.29482548494781347,0.028663253670655267,0.2621886139992285,0.260629265145835,0.0604984769306162,0.2948254849478134
16apsk,(-0.43355498476205995+5.309517243432362e-17j),0.43355498476205995,3.141592653589793,0.27136425483359367,0.023248790049023735,0.236624481546636,0.25031934350347257,0.10178150805229276,0.27136425483359355
qpsk,(1-1j),1.4142135623730951,-0.7853981633974483,0.6482737342348387,0.03530902208907422,0.43705318955771083,0.5475659165661307,0.34750643291361144,0.6482737342348386
